operations_date,site_code,region,incidents_total,incidents_p1,incidents_p2,incidents_p3,work_orders_opened,corrective_work_orders,downtime_hours_total,sla_target_pct,availability_pct,sla_met_flag,capacity_utilization_pct,avg_hall_temperature_f,power_usage_mw,outage_flag,visitor_count,customer_tickets_opened
2025-02-07,MIA01,AMER-Central,1,0,1,0,1,0,2.85,99.9,99.856,0,58.2,78.0,14.45,0,32,0
2025-02-08,MIA01,AMER-Central,1,0,0,1,0,0,0.03,99.9,99.88,0,57.4,76.3,13.93,0,25,0
2025-02-09,MIA01,AMER-Central,1,0,0,1,1,1,5.02,99.9,99.867,0,59.6,78.0,13.95,0,23,0
2025-02-10,MIA01,AMER-Central,0,0,0,0,0,0,0.46,99.9,99.947,1,65.9,78.7,15.6,0,15,0
2025-02-11,MIA01,AMER-Central,3,1,0,2,2,2,12.77,99.9,99.594,0,55.0,77.7,14.28,1,39,1
2025-02-12,MIA01,AMER-Central,0,0,0,0,0,0,0.73,99.9,99.963,1,59.2,78.1,13.85,0,18,0
2025-02-13,MIA01,AMER-Central,1,0,1,0,0,0,0.2,99.9,99.947,1,56.1,82.3,12.44,0,32,0
2025-02-14,MIA01,AMER-Central,4,0,1,3,3,1,7.38,99.9,99.601,0,56.1,83.0,13.72,0,17,2
2025-02-15,MIA01,AMER-Central,3,0,1,2,1,0,3.4,99.9,99.811,0,59.0,75.9,14.62,0,17,0
2025-02-16,MIA01,AMER-Central,0,0,0,0,0,0,0.0,99.9,99.99,1,68.2,79.5,15.03,0,8,0
2025-02-17,MIA01,AMER-Central,1,0,0,1,1,1,3.27,99.9,99.811,0,63.6,76.4,14.64,0,17,0
2025-02-18,MIA01,AMER-Central,0,0,0,0,1,0,2.62,99.9,99.876,0,58.9,74.8,13.68,0,22,0
2025-02-19,MIA01,AMER-Central,1,1,0,0,0,0,0.01,99.9,99.897,0,64.2,73.7,15.53,1,25,1
2025-02-20,MIA01,AMER-Central,3,0,1,2,1,1,11.9,99.9,99.614,0,63.5,77.3,14.08,0,26,0
2025-02-21,MIA01,AMER-Central,0,0,0,0,0,0,0.13,99.9,99.948,1,64.6,79.7,16.59,0,22,0
2025-02-22,MIA01,AMER-Central,0,0,0,0,0,0,0.3,99.9,99.969,1,65.7,78.3,15.26,0,19,0
2025-02-23,MIA01,AMER-Central,1,0,0,1,1,0,0.48,99.9,99.891,0,63.6,75.9,14.49,0,29,0
2025-02-24,MIA01,AMER-Central,1,0,0,1,1,1,7.33,99.9,99.836,0,69.3,74.4,15.26,0,24,1
2025-02-25,MIA01,AMER-Central,1,0,0,1,0,0,0.68,99.9,99.905,1,71.8,83.8,18.11,0,22,0
2025-02-26,MIA01,AMER-Central,2,1,1,0,1,1,9.76,99.9,99.663,0,57.3,75.7,13.0,1,15,1
2025-02-27,MIA01,AMER-Central,4,0,0,4,2,1,9.16,99.9,99.572,0,52.5,77.6,13.41,0,22,0
2025-02-28,MIA01,AMER-Central,2,0,1,1,1,1,8.27,99.9,99.709,0,50.2,77.5,13.01,0,25,2
2025-03-01,MIA01,AMER-Central,0,0,0,0,1,1,8.04,99.9,99.762,0,67.3,84.2,15.06,0,22,0
2025-03-02,MIA01,AMER-Central,0,0,0,0,0,0,0.73,99.9,99.951,1,61.3,77.5,14.39,0,19,0
2025-03-03,MIA01,AMER-Central,1,0,0,1,0,0,0.1,99.9,99.918,1,64.5,71.5,15.73,0,26,0
2025-03-04,MIA01,AMER-Central,3,0,0,3,0,0,0.6,99.9,99.813,0,58.2,76.9,15.09,0,29,1
2025-03-05,MIA01,AMER-Central,0,0,0,0,0,0,0.0,99.9,99.975,1,62.8,78.5,14.09,0,14,0
2025-03-06,MIA01,AMER-Central,0,0,0,0,0,0,0.47,99.9,99.937,1,62.7,80.5,14.78,0,23,0
2025-03-07,MIA01,AMER-Central,6,0,1,5,3,2,26.54,99.9,99.18,0,54.1,76.6,12.9,1,17,0
2025-03-08,MIA01,AMER-Central,3,0,1,2,2,2,16.25,99.9,99.496,0,58.5,77.9,14.11,0,22,0
2025-03-09,MIA01,AMER-Central,0,0,0,0,0,0,0.76,99.9,99.967,1,62.9,78.5,14.14,0,8,0
2025-03-10,MIA01,AMER-Central,0,0,0,0,2,1,6.5,99.9,99.839,0,57.7,80.5,13.83,0,20,0
2025-03-11,MIA01,AMER-Central,0,0,0,0,0,0,0.13,99.9,99.919,1,57.3,77.1,14.85,0,38,0
2025-03-12,MIA01,AMER-Central,2,0,0,2,2,1,5.55,99.9,99.809,0,58.1,71.8,15.05,0,27,0
2025-03-13,MIA01,AMER-Central,0,0,0,0,0,0,0.2,99.9,99.935,1,60.3,81.1,14.33,0,8,0
2025-03-14,MIA01,AMER-Central,1,0,0,1,1,0,3.76,99.9,99.863,0,65.9,80.7,15.34,0,11,0
2025-03-15,MIA01,AMER-Central,1,0,0,1,1,0,1.57,99.9,99.933,1,58.8,74.4,13.14,0,32,0
2025-03-16,MIA01,AMER-Central,0,0,0,0,1,0,1.12,99.9,100.0,1,58.5,75.5,14.54,0,24,0
2025-03-17,MIA01,AMER-Central,0,0,0,0,0,0,0.33,99.9,99.973,1,63.4,82.5,13.96,0,34,0
2025-03-18,MIA01,AMER-Central,1,0,0,1,0,0,0.45,99.9,99.928,1,64.8,76.2,14.44,0,28,0
2025-03-19,MIA01,AMER-Central,1,0,0,1,1,1,6.02,99.9,99.82,0,62.6,80.6,13.84,0,22,0
2025-03-20,MIA01,AMER-Central,2,0,0,2,1,1,8.24,99.9,99.689,0,49.9,79.3,11.43,0,18,0
2025-03-21,MIA01,AMER-Central,0,0,0,0,0,0,0.11,99.9,99.906,1,64.3,77.3,15.42,0,23,0
2025-03-22,MIA01,AMER-Central,0,0,0,0,0,0,0.6,99.9,99.944,1,53.0,78.0,13.13,0,24,0
2025-03-23,MIA01,AMER-Central,0,0,0,0,0,0,0.13,99.9,99.976,1,56.6,79.9,12.84,0,24,0
2025-03-24,MIA01,AMER-Central,0,0,0,0,0,0,0.01,99.9,99.968,1,58.4,77.8,14.22,0,10,0
2025-03-25,MIA01,AMER-Central,2,0,0,2,0,0,0.41,99.9,99.856,0,61.5,77.3,14.49,0,14,1
2025-03-26,MIA01,AMER-Central,2,0,0,2,0,0,0.52,99.9,99.873,0,68.3,76.2,15.36,0,15,0
2025-03-27,MIA01,AMER-Central,4,0,2,2,1,1,6.63,99.9,99.632,0,57.8,77.1,13.98,0,14,1
2025-03-28,MIA01,AMER-Central,5,1,2,2,2,2,19.75,99.9,99.394,0,63.9,76.5,14.93,1,14,2
2025-03-29,MIA01,AMER-Central,1,0,1,0,0,0,0.63,99.9,99.922,1,60.7,73.1,14.45,0,29,0
2025-03-30,MIA01,AMER-Central,0,0,0,0,0,0,0.08,99.9,99.954,1,64.0,74.4,14.45,0,26,0
2025-03-31,MIA01,AMER-Central,0,0,0,0,0,0,0.49,99.9,99.967,1,61.5,74.2,13.85,0,32,0
2025-04-01,MIA01,AMER-Central,0,0,0,0,0,0,0.66,99.9,99.948,1,64.7,76.3,16.48,0,15,0
2025-04-02,MIA01,AMER-Central,0,0,0,0,0,0,0.32,99.9,99.941,1,62.4,79.3,14.86,0,29,0
2025-04-03,MIA01,AMER-Central,2,0,1,1,1,1,9.49,99.9,99.722,0,55.9,76.8,12.86,0,8,0
2025-04-04,MIA01,AMER-Central,0,0,0,0,2,1,6.17,99.9,99.852,0,65.8,84.1,16.15,0,16,0
2025-04-05,MIA01,AMER-Central,2,0,0,2,1,1,3.57,99.9,99.81,0,66.7,77.2,15.89,0,12,0
2025-04-06,MIA01,AMER-Central,3,0,0,3,0,0,0.29,99.9,99.763,0,60.1,80.9,15.29,0,15,0
2025-04-07,MIA01,AMER-Central,5,1,1,3,2,1,5.28,99.9,99.652,0,59.2,78.7,14.12,1,17,3
2025-04-08,MIA01,AMER-Central,0,0,0,0,1,1,5.06,99.9,99.871,0,66.1,77.5,15.49,0,18,0
2025-04-09,MIA01,AMER-Central,2,0,0,2,1,1,7.81,99.9,99.786,0,60.9,77.1,13.8,0,12,0
2025-04-10,MIA01,AMER-Central,2,0,0,2,0,0,0.07,99.9,99.807,0,59.2,74.7,13.49,0,26,0
2025-04-11,MIA01,AMER-Central,3,0,1,2,1,0,2.12,99.9,99.836,0,57.3,78.2,13.55,0,28,0
2025-04-12,MIA01,AMER-Central,3,0,0,3,2,1,6.82,99.9,99.717,0,57.7,76.8,14.29,0,26,0
2025-04-13,MIA01,AMER-Central,5,0,1,4,2,2,14.97,99.9,99.478,0,65.2,82.7,14.76,0,24,0
2025-04-14,MIA01,AMER-Central,2,0,0,2,1,1,6.17,99.9,99.789,0,63.0,75.3,14.29,0,28,1
2025-04-15,MIA01,AMER-Central,0,0,0,0,0,0,0.77,99.9,99.951,1,63.5,82.4,15.5,0,21,0
2025-04-16,MIA01,AMER-Central,2,0,1,1,0,0,0.44,99.9,99.892,0,69.6,79.2,15.45,0,28,1
2025-04-17,MIA01,AMER-Central,3,0,0,3,1,1,8.52,99.9,99.677,0,50.9,78.0,11.72,0,34,0
2025-04-18,MIA01,AMER-Central,1,0,0,1,0,0,0.45,99.9,99.861,0,56.1,72.3,13.27,0,18,0
2025-04-19,MIA01,AMER-Central,0,0,0,0,0,0,0.26,99.9,99.955,1,65.8,78.9,16.35,0,8,0
2025-04-20,MIA01,AMER-Central,0,0,0,0,1,0,2.21,99.9,99.967,1,56.7,73.9,12.73,0,29,0
2025-04-21,MIA01,AMER-Central,1,0,0,1,0,0,0.72,99.9,99.911,1,62.8,78.2,15.14,0,10,1
2025-04-22,MIA01,AMER-Central,2,0,2,0,3,3,17.99,99.9,99.514,0,60.6,80.6,14.78,0,18,0
2025-04-23,MIA01,AMER-Central,1,1,0,0,0,0,0.51,99.9,99.927,0,64.7,78.4,14.42,1,13,0
2025-04-24,MIA01,AMER-Central,0,0,0,0,0,0,0.43,99.9,99.956,1,60.7,78.0,15.48,0,21,0
2025-04-25,MIA01,AMER-Central,2,0,0,2,1,0,1.31,99.9,99.855,0,56.0,82.4,14.35,0,22,0
2025-04-26,MIA01,AMER-Central,1,0,0,1,1,1,7.56,99.9,99.766,0,60.3,75.9,15.07,0,18,0
2025-04-27,MIA01,AMER-Central,0,0,0,0,0,0,0.56,99.9,99.964,1,62.7,75.8,14.49,0,17,0
2025-04-28,MIA01,AMER-Central,3,0,1,2,0,0,0.47,99.9,99.785,0,63.8,72.9,14.21,0,18,0
2025-04-29,MIA01,AMER-Central,2,0,1,1,0,0,0.18,99.9,99.853,0,62.4,77.1,14.02,0,29,0
2025-04-30,MIA01,AMER-Central,0,0,0,0,0,0,0.3,99.9,99.927,1,58.3,77.4,14.14,0,8,0
2025-05-01,MIA01,AMER-Central,0,0,0,0,0,0,0.31,99.9,99.951,1,51.3,76.2,11.43,0,22,0
2025-05-02,MIA01,AMER-Central,1,0,0,1,0,0,0.55,99.9,99.905,1,57.4,75.4,13.28,0,27,0
2025-05-03,MIA01,AMER-Central,4,0,1,3,0,0,0.47,99.9,99.805,0,69.7,75.5,17.83,0,27,3
2025-05-04,MIA01,AMER-Central,5,0,1,4,1,1,5.49,99.9,99.675,0,53.6,76.8,13.26,0,29,0
2025-05-05,MIA01,AMER-Central,2,0,0,2,1,0,3.47,99.9,99.829,0,58.3,78.7,13.73,0,15,0
2025-05-06,MIA01,AMER-Central,2,0,0,2,1,1,7.27,99.9,99.794,0,64.1,79.4,15.01,0,11,1
2025-05-07,MIA01,AMER-Central,0,0,0,0,0,0,0.24,99.9,99.897,0,61.5,81.0,13.83,0,34,0
2025-05-08,MIA01,AMER-Central,2,0,1,1,0,0,0.25,99.9,99.891,0,60.2,80.9,14.37,0,18,1
2025-05-09,MIA01,AMER-Central,1,0,0,1,1,1,9.82,99.9,99.72,0,59.0,76.3,13.3,0,37,0
2025-05-10,MIA01,AMER-Central,1,0,0,1,0,0,0.11,99.9,99.915,1,52.3,73.5,13.56,0,27,0
2025-05-11,MIA01,AMER-Central,2,0,0,2,0,0,0.05,99.9,99.883,0,61.4,78.8,15.9,0,33,0
2025-05-12,MIA01,AMER-Central,1,0,1,0,0,0,0.5,99.9,99.91,1,60.4,79.1,13.97,0,29,0
2025-05-13,MIA01,AMER-Central,1,0,1,0,1,1,10.34,99.9,99.733,0,62.7,80.2,15.69,0,35,0
2025-05-14,MIA01,AMER-Central,1,0,0,1,1,1,8.27,99.9,99.75,0,57.6,77.1,12.91,0,33,0
2025-05-15,MIA01,AMER-Central,0,0,0,0,0,0,0.21,99.9,99.944,1,60.6,77.5,13.73,0,24,0
2025-05-16,MIA01,AMER-Central,0,0,0,0,0,0,0.44,99.9,99.953,1,64.7,75.8,16.08,0,21,0
2025-05-17,MIA01,AMER-Central,2,0,1,1,1,0,2.8,99.9,99.808,0,59.9,81.5,15.11,0,23,2
2025-05-18,MIA01,AMER-Central,2,0,2,0,1,1,12.78,99.9,99.672,0,64.5,74.1,14.79,0,13,0
2025-05-19,MIA01,AMER-Central,1,0,1,0,0,0,0.25,99.9,99.909,1,67.4,74.4,16.07,0,20,0
2025-05-20,MIA01,AMER-Central,0,0,0,0,0,0,0.46,99.9,99.932,1,63.2,77.1,13.99,0,27,0
2025-05-21,MIA01,AMER-Central,2,0,1,1,1,1,7.12,99.9,99.708,0,56.4,78.5,12.75,0,32,0
2025-05-22,MIA01,AMER-Central,4,0,1,3,2,1,7.17,99.9,99.634,0,56.7,77.5,13.24,0,11,0
2025-05-23,MIA01,AMER-Central,0,0,0,0,2,0,5.14,99.9,99.908,1,65.3,70.8,16.54,0,21,0
2025-05-24,MIA01,AMER-Central,3,0,0,3,3,1,5.46,99.9,99.717,0,55.0,77.6,13.51,0,28,0
2025-05-25,MIA01,AMER-Central,0,0,0,0,1,1,6.89,99.9,99.883,0,56.7,78.4,13.54,0,28,0
2025-05-26,MIA01,AMER-Central,2,0,0,2,1,1,9.54,99.9,99.668,0,62.2,76.5,14.05,0,8,1
2025-05-27,MIA01,AMER-Central,0,0,0,0,0,0,0.67,99.9,99.93,1,74.0,79.4,17.63,0,18,0
2025-05-28,MIA01,AMER-Central,0,0,0,0,0,0,0.64,99.9,99.95,1,53.1,75.1,11.8,0,16,0
2025-05-29,MIA01,AMER-Central,3,0,1,2,0,0,0.54,99.9,99.809,0,59.1,76.2,13.91,0,19,3
2025-05-30,MIA01,AMER-Central,1,0,0,1,0,0,0.01,99.9,99.857,0,67.5,75.7,16.63,0,11,0
2025-05-31,MIA01,AMER-Central,0,0,0,0,0,0,0.78,99.9,99.936,1,69.5,79.0,17.16,0,23,0
2025-06-01,MIA01,AMER-Central,1,0,0,1,0,0,0.69,99.9,99.892,0,64.0,79.5,15.95,0,22,0
2025-06-02,MIA01,AMER-Central,2,0,0,2,0,0,0.11,99.9,99.827,0,62.8,78.4,14.84,0,29,1
2025-06-03,MIA01,AMER-Central,2,0,0,2,1,0,2.51,99.9,99.797,0,54.9,73.2,12.14,0,28,0
2025-06-04,MIA01,AMER-Central,0,0,0,0,0,0,0.57,99.9,99.974,1,58.6,79.3,14.25,0,14,0
2025-06-05,MIA01,AMER-Central,0,0,0,0,0,0,0.31,99.9,99.925,1,58.6,77.2,14.83,0,8,0
2025-06-06,MIA01,AMER-Central,1,0,0,1,0,0,0.62,99.9,99.871,0,67.8,75.4,17.44,0,9,0
2025-06-07,MIA01,AMER-Central,1,0,0,1,1,0,2.36,99.9,99.904,1,66.0,79.5,16.04,0,32,0
2025-06-08,MIA01,AMER-Central,0,0,0,0,0,0,0.11,99.9,99.913,1,70.2,75.5,17.59,0,26,0
2025-06-09,MIA01,AMER-Central,1,0,0,1,0,0,0.64,99.9,99.921,1,63.3,83.8,14.22,0,35,0
2025-06-10,MIA01,AMER-Central,1,0,0,1,1,1,5.43,99.9,99.799,0,61.4,80.2,14.16,0,8,0
2025-06-11,MIA01,AMER-Central,2,0,0,2,0,0,0.25,99.9,99.822,0,66.8,79.9,15.12,0,18,0
2025-06-12,MIA01,AMER-Central,1,0,1,0,1,0,1.82,99.9,99.807,0,62.7,76.5,14.78,0,34,0
2025-06-13,MIA01,AMER-Central,2,1,0,1,0,0,0.32,99.9,99.865,0,56.8,75.4,13.24,1,15,0
2025-06-14,MIA01,AMER-Central,1,0,0,1,1,1,4.28,99.9,99.806,0,58.9,79.7,14.11,0,13,0
2025-06-15,MIA01,AMER-Central,2,0,0,2,1,0,2.45,99.9,99.775,0,56.3,74.8,13.32,0,19,0
2025-06-16,MIA01,AMER-Central,1,0,0,1,1,1,10.44,99.9,99.714,0,63.8,81.1,16.39,0,25,1
2025-06-17,MIA01,AMER-Central,1,0,1,0,0,0,0.1,99.9,99.852,0,57.2,82.9,13.25,0,33,0
2025-06-18,MIA01,AMER-Central,0,0,0,0,1,0,1.4,99.9,99.958,1,65.7,80.7,16.76,0,24,0
2025-06-19,MIA01,AMER-Central,1,0,1,0,0,0,0.19,99.9,99.809,0,58.8,79.2,13.45,0,30,0
2025-06-20,MIA01,AMER-Central,1,0,0,1,0,0,0.7,99.9,99.888,0,61.2,77.0,14.48,0,11,0
2025-06-21,MIA01,AMER-Central,1,0,0,1,1,0,2.19,99.9,99.882,0,63.1,77.9,14.64,0,23,0
2025-06-22,MIA01,AMER-Central,1,0,0,1,0,0,0.14,99.9,99.862,0,63.6,79.6,14.91,0,24,0
2025-06-23,MIA01,AMER-Central,2,0,0,2,0,0,0.36,99.9,99.799,0,56.3,74.2,14.06,0,30,1
2025-06-24,MIA01,AMER-Central,4,0,1,3,0,0,0.03,99.9,99.737,0,57.4,78.5,12.88,0,10,0
2025-06-25,MIA01,AMER-Central,1,1,0,0,0,0,0.41,99.9,99.878,0,60.2,75.1,15.37,1,17,0
2025-06-26,MIA01,AMER-Central,4,1,1,2,1,1,10.76,99.9,99.58,0,65.4,75.7,15.21,1,18,1
2025-06-27,MIA01,AMER-Central,0,0,0,0,0,0,0.31,99.9,99.93,1,56.0,77.0,12.84,0,20,0
2025-06-28,MIA01,AMER-Central,0,0,0,0,0,0,0.44,99.9,99.909,1,62.9,75.5,15.68,0,35,0
2025-06-29,MIA01,AMER-Central,0,0,0,0,0,0,0.56,99.9,99.877,0,62.7,84.6,14.16,0,24,0
2025-06-30,MIA01,AMER-Central,0,0,0,0,0,0,0.48,99.9,99.98,1,59.6,74.0,13.75,0,21,0
2024-01-01,TOR01,AMER-Central,0,0,0,0,1,1,5.28,99.9,99.881,0,71.3,67.7,24.65,0,38,0
2024-01-02,TOR01,AMER-Central,2,0,1,1,1,1,10.08,99.9,99.683,0,63.9,67.8,20.8,0,25,0
2024-01-03,TOR01,AMER-Central,0,0,0,0,0,0,0.49,99.9,99.978,1,64.0,68.9,19.34,0,43,0
2024-01-04,TOR01,AMER-Central,3,0,1,2,3,3,24.81,99.9,99.359,0,66.3,68.0,22.35,1,37,3
2024-01-05,TOR01,AMER-Central,2,0,0,2,2,1,3.15,99.9,99.787,0,67.9,65.6,22.39,0,37,1
2024-01-06,TOR01,AMER-Central,1,0,0,1,0,0,0.7,99.9,99.898,0,69.2,65.4,24.09,0,38,0
2024-01-07,TOR01,AMER-Central,2,0,1,1,1,0,3.61,99.9,99.79,0,64.9,62.7,21.21,0,22,0
2024-01-08,TOR01,AMER-Central,2,0,1,1,1,1,9.86,99.9,99.646,0,73.0,69.6,22.49,0,19,1
2024-01-09,TOR01,AMER-Central,1,0,1,0,1,1,6.53,99.9,99.757,0,62.8,69.7,18.86,0,25,1
2024-01-10,TOR01,AMER-Central,1,0,0,1,0,0,0.79,99.9,99.938,1,67.6,67.2,20.44,0,36,0
2024-01-11,TOR01,AMER-Central,0,0,0,0,0,0,0.71,99.9,99.953,1,66.4,65.3,22.13,0,43,0
2024-01-12,TOR01,AMER-Central,0,0,0,0,0,0,0.62,99.9,99.919,1,63.9,65.6,20.7,0,39,0
2024-01-13,TOR01,AMER-Central,0,0,0,0,2,1,7.56,99.9,99.775,0,73.6,63.7,25.09,0,42,0
2024-01-14,TOR01,AMER-Central,0,0,0,0,0,0,0.4,99.9,99.918,1,63.1,72.6,21.1,0,49,0
2024-01-15,TOR01,AMER-Central,1,0,0,1,0,0,0.31,99.9,99.902,1,67.9,65.8,20.52,0,30,0
2024-01-16,TOR01,AMER-Central,6,0,1,5,3,2,12.55,99.9,99.412,0,69.9,65.1,22.2,0,35,5
2024-01-17,TOR01,AMER-Central,0,0,0,0,0,0,0.7,99.9,99.986,1,70.0,57.5,21.9,0,50,0
2024-01-18,TOR01,AMER-Central,3,0,0,3,1,1,1.82,99.9,99.733,0,70.6,65.5,22.13,0,28,3
2024-01-19,TOR01,AMER-Central,0,0,0,0,0,0,0.6,99.9,99.975,1,67.6,67.4,21.39,0,54,0
2024-01-20,TOR01,AMER-Central,3,1,0,2,1,1,7.0,99.9,99.699,0,66.9,69.2,23.11,1,30,1
2024-01-21,TOR01,AMER-Central,1,0,1,0,0,0,0.24,99.9,99.882,0,71.9,66.7,23.96,0,25,0
2024-01-22,TOR01,AMER-Central,2,0,1,1,2,1,10.93,99.9,99.589,0,71.2,65.6,22.13,0,35,0
2024-01-23,TOR01,AMER-Central,3,0,1,2,1,1,10.26,99.9,99.626,0,68.5,71.2,23.39,0,49,2
2024-01-24,TOR01,AMER-Central,1,0,0,1,1,0,1.68,99.9,99.898,0,72.0,63.8,22.19,0,34,0
2024-01-25,TOR01,AMER-Central,1,0,0,1,2,1,5.5,99.9,99.81,0,68.7,61.1,23.11,0,36,0
2024-01-26,TOR01,AMER-Central,3,0,2,1,3,3,15.65,99.9,99.529,0,69.8,64.8,22.91,0,37,1
2024-01-27,TOR01,AMER-Central,1,0,0,1,2,2,14.25,99.9,99.592,0,68.0,65.8,21.28,0,32,0
2024-01-28,TOR01,AMER-Central,3,0,2,1,2,1,10.77,99.9,99.603,0,68.5,69.2,21.86,0,29,1
2024-01-29,TOR01,AMER-Central,0,0,0,0,0,0,0.57,99.9,99.931,1,68.1,61.9,22.27,0,24,0
2024-01-30,TOR01,AMER-Central,0,0,0,0,0,0,0.8,99.9,99.914,1,60.9,68.1,18.83,0,22,0
2024-01-31,TOR01,AMER-Central,1,0,0,1,0,0,0.73,99.9,99.89,0,69.5,68.2,21.98,0,35,0
2024-02-01,TOR01,AMER-Central,1,0,0,1,3,2,15.79,99.9,99.614,0,65.9,64.4,21.36,0,30,1
2024-02-02,TOR01,AMER-Central,3,1,0,2,2,1,11.08,99.9,99.623,0,63.2,64.6,20.07,1,49,2
2024-02-03,TOR01,AMER-Central,1,0,1,0,1,1,9.42,99.9,99.697,0,65.5,65.7,21.89,0,45,0
2024-02-04,TOR01,AMER-Central,1,0,0,1,1,1,5.15,99.9,99.811,0,67.0,67.1,20.56,0,34,1
2024-02-05,TOR01,AMER-Central,3,0,0,3,0,0,0.39,99.9,99.84,0,67.6,65.7,21.97,0,25,2
2024-02-06,TOR01,AMER-Central,2,0,1,1,0,0,0.03,99.9,99.862,0,66.0,63.7,20.99,0,32,0
2024-02-07,TOR01,AMER-Central,0,0,0,0,0,0,0.57,99.9,99.939,1,68.2,65.7,20.72,0,31,0
2024-02-08,TOR01,AMER-Central,3,1,1,1,1,0,0.71,99.9,99.79,0,67.6,67.6,23.26,1,31,0
2024-02-09,TOR01,AMER-Central,0,0,0,0,1,0,2.12,99.9,99.917,1,65.1,67.7,22.15,0,35,0
2024-02-10,TOR01,AMER-Central,0,0,0,0,1,1,7.43,99.9,99.841,0,63.1,66.7,21.33,0,34,0
2024-02-11,TOR01,AMER-Central,2,0,1,1,1,1,5.55,99.9,99.748,0,75.3,61.5,23.69,0,40,0
2024-02-12,TOR01,AMER-Central,3,0,0,3,1,1,4.32,99.9,99.698,0,71.7,63.3,24.93,0,40,0
2024-02-13,TOR01,AMER-Central,1,0,1,0,0,0,0.75,99.9,99.848,0,70.8,65.2,24.91,0,38,0
2024-02-14,TOR01,AMER-Central,0,0,0,0,0,0,0.43,99.9,99.907,1,74.6,66.5,25.98,0,29,0
2024-02-15,TOR01,AMER-Central,0,0,0,0,1,1,7.11,99.9,99.839,0,64.7,67.8,21.5,0,36,0
2024-02-16,TOR01,AMER-Central,1,0,1,0,0,0,0.3,99.9,99.892,0,65.5,70.4,21.28,0,34,1
2024-02-17,TOR01,AMER-Central,1,0,0,1,0,0,0.04,99.9,99.874,0,74.2,65.0,25.69,0,45,0
2024-02-18,TOR01,AMER-Central,0,0,0,0,3,2,14.97,99.9,99.713,0,77.9,64.7,26.67,0,32,0
2024-02-19,TOR01,AMER-Central,1,0,0,1,2,2,14.7,99.9,99.652,0,59.3,64.1,18.18,0,27,0
2024-02-20,TOR01,AMER-Central,1,0,0,1,1,0,2.84,99.9,99.857,0,73.2,68.7,25.72,0,33,2
2024-02-21,TOR01,AMER-Central,2,0,1,1,1,1,7.87,99.9,99.739,0,65.0,64.3,22.42,0,28,0
2024-02-22,TOR01,AMER-Central,4,0,0,4,3,1,15.41,99.9,99.489,0,67.5,63.7,23.21,0,31,0
2024-02-23,TOR01,AMER-Central,1,0,0,1,1,1,4.61,99.9,99.787,0,68.3,65.7,20.82,0,47,0
2024-02-24,TOR01,AMER-Central,2,1,0,1,0,0,0.56,99.9,99.883,0,64.5,66.3,20.0,1,37,0
2024-02-25,TOR01,AMER-Central,2,0,1,1,1,1,9.95,99.9,99.719,0,67.3,61.9,22.98,0,34,0
2024-02-26,TOR01,AMER-Central,3,0,0,3,1,1,8.07,99.9,99.594,0,59.4,66.5,19.13,0,38,1
2024-02-27,TOR01,AMER-Central,1,0,0,1,0,0,0.56,99.9,99.889,0,71.2,64.0,21.37,0,33,0
2024-02-28,TOR01,AMER-Central,3,0,2,1,4,2,25.79,99.9,99.302,0,65.8,65.7,22.34,1,41,1
2024-02-29,TOR01,AMER-Central,0,0,0,0,0,0,0.79,99.9,99.964,1,64.2,62.9,22.54,0,35,0
2024-03-01,TOR01,AMER-Central,0,0,0,0,1,1,9.32,99.9,99.789,0,74.8,68.0,23.35,0,36,0
2024-03-02,TOR01,AMER-Central,4,0,0,4,1,1,11.39,99.9,99.564,0,68.4,66.9,23.9,0,41,1
2024-03-03,TOR01,AMER-Central,1,0,1,0,1,1,8.3,99.9,99.759,0,63.4,63.7,21.91,0,25,0
2024-03-04,TOR01,AMER-Central,2,0,0,2,1,1,6.34,99.9,99.722,0,70.7,66.4,23.59,0,36,0
2024-03-05,TOR01,AMER-Central,5,0,2,3,2,0,6.8,99.9,99.598,0,63.9,62.6,21.55,0,22,2
2024-03-06,TOR01,AMER-Central,1,0,1,0,0,0,0.28,99.9,99.959,1,59.0,64.6,18.84,0,42,0
2024-03-07,TOR01,AMER-Central,2,0,0,2,3,2,17.55,99.9,99.528,0,65.8,67.2,19.82,0,22,1
2024-03-08,TOR01,AMER-Central,1,0,0,1,1,1,8.64,99.9,99.72,0,66.6,63.9,22.9,0,33,0
2024-03-09,TOR01,AMER-Central,5,1,1,3,2,2,13.88,99.9,99.501,0,66.5,68.0,22.53,1,18,3
2024-03-10,TOR01,AMER-Central,1,0,0,1,2,2,15.67,99.9,99.678,0,64.9,65.8,20.85,0,38,0
2024-03-11,TOR01,AMER-Central,2,0,1,1,2,0,5.08,99.9,99.775,0,64.7,65.5,20.46,0,25,1
2024-03-12,TOR01,AMER-Central,0,0,0,0,0,0,0.28,99.9,99.934,1,76.6,66.0,24.63,0,34,0
2024-03-13,TOR01,AMER-Central,4,0,0,4,1,1,4.34,99.9,99.711,0,73.1,65.8,24.99,0,31,2
2024-03-14,TOR01,AMER-Central,1,0,0,1,1,1,0.93,99.9,99.9,1,64.7,63.6,20.3,0,33,0
2024-03-15,TOR01,AMER-Central,5,0,1,4,2,2,13.45,99.9,99.514,0,66.4,64.9,22.21,0,30,2
2024-03-16,TOR01,AMER-Central,1,0,0,1,3,2,13.37,99.9,99.725,0,66.6,68.9,21.09,0,32,0
